round,algorithm,average_type,precision,recall,f1,timestamp
1,FedProx,class:Normal,0.2111801242236025,0.35294117647058826,0.26424870466321243,2025-08-19T21:49:47.345420
1,FedProx,class:DDoS,0.2619047619047619,0.0421455938697318,0.07260726072607261,2025-08-19T21:49:47.345464
1,FedProx,class:DoS,0.20447284345047922,0.24334600760456274,0.2222222222222222,2025-08-19T21:49:47.345497
1,FedProx,class:Reconnaissance,0.1836734693877551,0.037815126050420166,0.0627177700348432,2025-08-19T21:49:47.345527
1,FedProx,class:Theft,0.23974082073434125,0.3712374581939799,0.2913385826771654,2025-08-19T21:49:47.345555
1,FedProx,macro,0.22019440394018802,0.2094970724378566,0.18262690806470316,2025-08-19T21:49:47.345846
1,FedProx,micro,0.22,0.22,0.22,2025-08-19T21:49:47.345873
1,FedProx,weighted,0.22115655385118055,0.22,0.22057676089143072,2025-08-19T21:49:47.345894
2,FedProx,class:Normal,0.1858267716535433,0.26636568848758463,0.21892393320964748,2025-08-19T21:49:56.044266
2,FedProx,class:DDoS,0.19718309859154928,0.06263982102908278,0.09507640067911713,2025-08-19T21:49:56.044308
2,FedProx,class:DoS,0.21951219512195122,0.20501138952164008,0.21201413427561838,2025-08-19T21:49:56.044338
2,FedProx,class:Reconnaissance,0.18322981366459629,0.1372093023255814,0.15691489361702127,2025-08-19T21:49:56.044364
2,FedProx,class:Theft,0.2213225371120108,0.3340122199592668,0.2662337662337662,2025-08-19T21:49:56.044392
2,FedProx,macro,0.2014148832287302,0.20104768426463115,0.1898326256030341,2025-08-19T21:49:56.044563
2,FedProx,micro,0.204,0.204,0.204,2025-08-19T21:49:56.044590
2,FedProx,weighted,0.20190495296411223,0.204,0.20294706977039798,2025-08-19T21:49:56.044612
3,FedProx,class:Normal,0.21292460646230324,0.2793478260869565,0.24165491302303713,2025-08-19T21:50:12.286391
3,FedProx,class:DDoS,0.21406727828746178,0.07667031763417305,0.1129032258064516,2025-08-19T21:50:12.286436
3,FedProx,class:DoS,0.19817767653758542,0.1997703788748565,0.19897084048027444,2025-08-19T21:50:12.286467
3,FedProx,class:Reconnaissance,0.1970554926387316,0.2,0.19851682829435255,2025-08-19T21:50:12.286493
3,FedProx,class:Theft,0.2049792531120332,0.26673866090712745,0.2318160488033787,2025-08-19T21:50:12.286520
3,FedProx,macro,0.20544086140762302,0.20450543670062266,0.19677237128149888,2025-08-19T21:50:12.286755
3,FedProx,micro,0.2048888888888889,0.2048888888888889,0.2048888888888889,2025-08-19T21:50:12.286781
3,FedProx,weighted,0.20559908583632172,0.2048888888888889,0.20524337299661263,2025-08-19T21:50:12.286806
4,FedProx,class:Normal,0.18738574040219377,0.23242630385487528,0.2074898785425101,2025-08-19T21:50:25.474447
4,FedProx,class:DDoS,0.16307692307692306,0.05773420479302832,0.08527755430410298,2025-08-19T21:50:25.474528
4,FedProx,class:DoS,0.20638820638820637,0.18961625282167044,0.1976470588235294,2025-08-19T21:50:25.474560
4,FedProx,class:Reconnaissance,0.20576540755467196,0.2297447280799112,0.21709491347666487,2025-08-19T21:50:25.474589
4,FedProx,class:Theft,0.20618556701030927,0.2847754654983571,0.23919043238270468,2025-08-19T21:50:25.474793
4,FedProx,macro,0.19376036888646087,0.19885939100956845,0.1893399675059024,2025-08-19T21:50:25.475026
4,FedProx,micro,0.19844444444444445,0.19844444444444445,0.19844444444444445,2025-08-19T21:50:25.475051
4,FedProx,weighted,0.19366240981477176,0.19844444444444445,0.19602426689566807,2025-08-19T21:50:25.475076
5,FedProx,class:Normal,0.20563549160671463,0.25220588235294117,0.22655217965653898,2025-08-19T21:50:39.391187
5,FedProx,class:DDoS,0.1834319526627219,0.06763636363636363,0.09883103081827842,2025-08-19T21:50:39.391230
5,FedProx,class:DoS,0.20808254514187446,0.18154538634658665,0.19391025641025642,2025-08-19T21:50:39.391260
5,FedProx,class:Reconnaissance,0.19975932611311673,0.25113464447806355,0.22252010723860588,2025-08-19T21:50:39.391285
5,FedProx,class:Theft,0.20914285714285713,0.2691176470588235,0.23536977491961414,2025-08-19T21:50:39.391311
5,FedProx,macro,0.20121043453345697,0.2043279847745557,0.1954366698086588,2025-08-19T21:50:39.391476
5,FedProx,micro,0.20385185185185184,0.20385185185185184,0.20385185185185184,2025-08-19T21:50:39.391501
5,FedProx,weighted,0.20115160755649172,0.20385185185185184,0.20249272815235134,2025-08-19T21:50:39.391547
6,FedProx,class:Normal,0.20095693779904306,0.24705882352941178,0.22163588390501318,2025-08-19T21:50:51.848475
6,FedProx,class:DDoS,0.19073083778966132,0.07781818181818181,0.1105371900826446,2025-08-19T21:50:51.848556
6,FedProx,class:DoS,0.21057192374350087,0.18229557389347337,0.195416164053076,2025-08-19T21:50:51.848588
6,FedProx,class:Reconnaissance,0.20297619047619048,0.2579425113464448,0.22718187874750168,2025-08-19T21:50:51.848618
6,FedProx,class:Theft,0.20617944147355913,0.2551470588235294,0.2280644101215905,2025-08-19T21:50:51.848645
6,FedProx,macro,0.20228306625639098,0.20405242988220823,0.19656710538196517,2025-08-19T21:50:51.848855
6,FedProx,micro,0.20355555555555555,0.20355555555555555,0.20355555555555555,2025-08-19T21:50:51.848883
6,FedProx,weighted,0.20222033717498278,0.20355555555555555,0.20288574957615998,2025-08-19T21:50:51.848905
7,FedProx,class:Normal,0.19980314960629922,0.21875,0.2088477366255144,2025-08-19T21:51:05.681986
7,FedProx,class:DDoS,0.19047619047619047,0.07964601769911504,0.11232449297971918,2025-08-19T21:51:05.682032
7,FedProx,class:DoS,0.20134228187919462,0.17006802721088435,0.18438844499078055,2025-08-19T21:51:05.682061
7,FedProx,class:Reconnaissance,0.19738863287250383,0.2947247706422018,0.23643054277828884,2025-08-19T21:51:05.682087
7,FedProx,class:Theft,0.20679886685552407,0.23960612691466082,0.22199695894576785,2025-08-19T21:51:05.682115
7,FedProx,macro,0.19916182433794244,0.20055898849337242,0.1927976352640142,2025-08-19T21:51:05.682337
7,FedProx,micro,0.20022222222222222,0.20022222222222222,0.20022222222222222,2025-08-19T21:51:05.682363
7,FedProx,weighted,0.1991841652918542,0.20022222222222222,0.19970184480240907,2025-08-19T21:51:05.682388
8,FedProx,class:Normal,0.2101313320825516,0.2486126526082131,0.22775800711743774,2025-08-19T21:51:17.847995
8,FedProx,class:DDoS,0.18475750577367206,0.08714596949891068,0.11843079200592155,2025-08-19T21:51:17.848119
8,FedProx,class:DoS,0.20471281296023564,0.15513392857142858,0.17650793650793653,2025-08-19T21:51:17.848142
8,FedProx,class:Reconnaissance,0.21136363636363636,0.3106904231625835,0.25157799819657345,2025-08-19T21:51:17.848163
8,FedProx,class:Theft,0.1966067864271457,0.22209695603156707,0.20857596611964,2025-08-19T21:51:17.848183
8,FedProx,macro,0.20151441472144827,0.20473598597454062,0.19657013998950185,2025-08-19T21:51:17.848303
8,FedProx,micro,0.20422222222222222,0.20422222222222222,0.20422222222222222,2025-08-19T21:51:17.848324
8,FedProx,weighted,0.2014562590965344,0.20422222222222222,0.20282981133003875,2025-08-19T21:51:17.848342
9,FedProx,class:Normal,0.20238095238095238,0.21294363256784968,0.207527975584944,2025-08-19T21:51:24.771760
9,FedProx,class:DDoS,0.16666666666666666,0.08333333333333333,0.1111111111111111,2025-08-19T21:51:24.771803
9,FedProx,class:DoS,0.18313953488372092,0.1425339366515837,0.16030534351145037,2025-08-19T21:51:24.771833
9,FedProx,class:Reconnaissance,0.17629629629629628,0.2853717026378897,0.21794871794871795,2025-08-19T21:51:24.771920
9,FedProx,class:Theft,0.20040080160320642,0.21929824561403508,0.2094240837696335,2025-08-19T21:51:24.771986
9,FedProx,macro,0.18577685036616853,0.1886961701609383,0.1812634463851714,2025-08-19T21:51:24.772178
9,FedProx,micro,0.18755555555555556,0.18755555555555556,0.18755555555555556,2025-08-19T21:51:24.772205
