round,algorithm,class_name,precision,recall,f1_score,support,improvement_from_prev,timestamp
1,FedProx,Normal,0.2111801242236025,0.35294117647058826,0.26424870466321243,289,0.26424870466321243,2025-08-19T21:49:47.345919
1,FedProx,DDoS,0.2619047619047619,0.0421455938697318,0.07260726072607261,261,0.07260726072607261,2025-08-19T21:49:47.345919
1,FedProx,DoS,0.20447284345047922,0.24334600760456274,0.2222222222222222,263,0.2222222222222222,2025-08-19T21:49:47.345919
1,FedProx,Reconnaissance,0.1836734693877551,0.037815126050420166,0.0627177700348432,238,0.0627177700348432,2025-08-19T21:49:47.345919
1,FedProx,Theft,0.23974082073434125,0.3712374581939799,0.2913385826771654,299,0.2913385826771654,2025-08-19T21:49:47.345919
2,FedProx,Normal,0.1858267716535433,0.26636568848758463,0.21892393320964748,443,-0.04532477145356495,2025-08-19T21:49:56.044639
2,FedProx,DDoS,0.19718309859154928,0.06263982102908278,0.09507640067911713,447,0.022469139953044517,2025-08-19T21:49:56.044639
2,FedProx,DoS,0.21951219512195122,0.20501138952164008,0.21201413427561838,439,-0.010208087946603828,2025-08-19T21:49:56.044639
2,FedProx,Reconnaissance,0.18322981366459629,0.1372093023255814,0.15691489361702127,430,0.09419712358217806,2025-08-19T21:49:56.044639
2,FedProx,Theft,0.2213225371120108,0.3340122199592668,0.2662337662337662,491,-0.02510481644339918,2025-08-19T21:49:56.044639
3,FedProx,Normal,0.21292460646230324,0.2793478260869565,0.24165491302303713,920,0.022730979813389646,2025-08-19T21:50:12.286832
3,FedProx,DDoS,0.21406727828746178,0.07667031763417305,0.1129032258064516,913,0.017826825127334467,2025-08-19T21:50:12.286832
3,FedProx,DoS,0.19817767653758542,0.1997703788748565,0.19897084048027444,871,-0.013043293795343941,2025-08-19T21:50:12.286832
3,FedProx,Reconnaissance,0.1970554926387316,0.2,0.19851682829435255,870,0.04160193467733128,2025-08-19T21:50:12.286832
3,FedProx,Theft,0.2049792531120332,0.26673866090712745,0.2318160488033787,926,-0.03441771743038752,2025-08-19T21:50:12.286832
4,FedProx,Normal,0.18738574040219377,0.23242630385487528,0.2074898785425101,882,-0.03416503448052702,2025-08-19T21:50:25.475102
4,FedProx,DDoS,0.16307692307692306,0.05773420479302832,0.08527755430410298,918,-0.02762567150234861,2025-08-19T21:50:25.475102
4,FedProx,DoS,0.20638820638820637,0.18961625282167044,0.1976470588235294,886,-0.0013237816567450433,2025-08-19T21:50:25.475102
4,FedProx,Reconnaissance,0.20576540755467196,0.2297447280799112,0.21709491347666487,901,0.018578085182312326,2025-08-19T21:50:25.475102
4,FedProx,Theft,0.20618556701030927,0.2847754654983571,0.23919043238270468,913,0.007374383579325988,2025-08-19T21:50:25.475102
5,FedProx,Normal,0.20563549160671463,0.25220588235294117,0.22655217965653898,1360,0.019062301114028873,2025-08-19T21:50:39.391572
5,FedProx,DDoS,0.1834319526627219,0.06763636363636363,0.09883103081827842,1375,0.013553476514175433,2025-08-19T21:50:39.391572
5,FedProx,DoS,0.20808254514187446,0.18154538634658665,0.19391025641025642,1333,-0.0037368024132729827,2025-08-19T21:50:39.391572
5,FedProx,Reconnaissance,0.19975932611311673,0.25113464447806355,0.22252010723860588,1322,0.005425193761941005,2025-08-19T21:50:39.391572
5,FedProx,Theft,0.20914285714285713,0.2691176470588235,0.23536977491961414,1360,-0.003820657463090543,2025-08-19T21:50:39.391572
6,FedProx,Normal,0.20095693779904306,0.24705882352941178,0.22163588390501318,1360,-0.004916295751525801,2025-08-19T21:50:51.848929
6,FedProx,DDoS,0.19073083778966132,0.07781818181818181,0.1105371900826446,1375,0.01170615926436619,2025-08-19T21:50:51.848929
6,FedProx,DoS,0.21057192374350087,0.18229557389347337,0.195416164053076,1333,0.0015059076428195761,2025-08-19T21:50:51.848929
6,FedProx,Reconnaissance,0.20297619047619048,0.2579425113464448,0.22718187874750168,1322,0.004661771508895796,2025-08-19T21:50:51.848929
6,FedProx,Theft,0.20617944147355913,0.2551470588235294,0.2280644101215905,1360,-0.007305364798023628,2025-08-19T21:50:51.848929
7,FedProx,Normal,0.19980314960629922,0.21875,0.2088477366255144,928,-0.012788147279498785,2025-08-19T21:51:05.682413
7,FedProx,DDoS,0.19047619047619047,0.07964601769911504,0.11232449297971918,904,0.001787302897074572,2025-08-19T21:51:05.682413
7,FedProx,DoS,0.20134228187919462,0.17006802721088435,0.18438844499078055,882,-0.011027719062295438,2025-08-19T21:51:05.682413
7,FedProx,Reconnaissance,0.19738863287250383,0.2947247706422018,0.23643054277828884,872,0.009248664030787168,2025-08-19T21:51:05.682413
7,FedProx,Theft,0.20679886685552407,0.23960612691466082,0.22199695894576785,914,-0.0060674511758226635,2025-08-19T21:51:05.682413
8,FedProx,Normal,0.2101313320825516,0.2486126526082131,0.22775800711743774,901,0.018910270491923342,2025-08-19T21:51:17.848383
8,FedProx,DDoS,0.18475750577367206,0.08714596949891068,0.11843079200592155,918,0.006106299026202369,2025-08-19T21:51:17.848383
8,FedProx,DoS,0.20471281296023564,0.15513392857142858,0.17650793650793653,896,-0.007880508482844023,2025-08-19T21:51:17.848383
8,FedProx,Reconnaissance,0.21136363636363636,0.3106904231625835,0.25157799819657345,898,0.015147455418284606,2025-08-19T21:51:17.848383
8,FedProx,Theft,0.1966067864271457,0.22209695603156707,0.20857596611964,887,-0.013420992826127853,2025-08-19T21:51:17.848383
9,FedProx,Normal,0.20238095238095238,0.21294363256784968,0.207527975584944,479,-0.020230031532493725,2025-08-19T21:51:24.772251
