round,algorithm,average_type,precision,recall,f1,timestamp
1,AsyncFL,class:Normal,0.19298245614035087,0.10030395136778116,0.132,2025-08-19T21:22:24.490344
1,AsyncFL,class:DDoS,0.1954242135367016,0.6119402985074627,0.29624277456647397,2025-08-19T21:22:24.490387
1,AsyncFL,class:DoS,0.21052631578947367,0.011428571428571429,0.02168021680216802,2025-08-19T21:22:24.490439
1,AsyncFL,class:Reconnaissance,0.2127659574468085,0.09146341463414634,0.1279317697228145,2025-08-19T21:22:24.490461
1,AsyncFL,class:Theft,0.2074074074074074,0.18181818181818182,0.19377162629757783,2025-08-19T21:22:24.490483
1,AsyncFL,macro,0.2038212700641484,0.19939088355122866,0.15432527747780686,2025-08-19T21:22:24.490641
1,AsyncFL,micro,0.1987878787878788,0.1987878787878788,0.1987878787878788,2025-08-19T21:22:24.490661
1,AsyncFL,weighted,0.2038250094880733,0.1987878787878788,0.20127493411131064,2025-08-19T21:22:24.490680
2,AsyncFL,class:Normal,0.19798657718120805,0.184375,0.19093851132686082,2025-08-19T21:22:34.489487
2,AsyncFL,class:DDoS,0.20427236315086783,0.4707692307692308,0.2849162011173184,2025-08-19T21:22:34.489573
2,AsyncFL,class:DoS,0.20408163265306123,0.04504504504504504,0.07380073800738007,2025-08-19T21:22:34.489606
2,AsyncFL,class:Reconnaissance,0.21923937360178972,0.15780998389694043,0.18352059925093633,2025-08-19T21:22:34.489633
2,AsyncFL,class:Theft,0.19921875,0.1637239165329053,0.17973568281938324,2025-08-19T21:22:34.489660
2,AsyncFL,macro,0.20495973931738537,0.20434463524882435,0.18258234650437577,2025-08-19T21:22:34.489845
2,AsyncFL,micro,0.204375,0.204375,0.204375,2025-08-19T21:22:34.489873
2,AsyncFL,weighted,0.20489617032740232,0.204375,0.20463525333174,2025-08-19T21:22:34.489895
3,AsyncFL,class:Normal,0.2073255010366275,0.199203187250996,0.2031832035218422,2025-08-19T21:22:50.868521
3,AsyncFL,class:DDoS,0.2024358130348914,0.39448364336112896,0.26756580378507727,2025-08-19T21:22:50.868605
3,AsyncFL,class:DoS,0.1887072808320951,0.08246753246753247,0.11477632173520108,2025-08-19T21:22:50.868637
3,AsyncFL,class:Reconnaissance,0.2088854247856586,0.18010752688172044,0.19343197401660053,2025-08-19T21:22:50.868665
3,AsyncFL,class:Theft,0.20534943917169973,0.1579296615792966,0.17854463615903976,2025-08-19T21:22:50.868693
3,AsyncFL,macro,0.20254069177219444,0.2028383103081349,0.19150038784355217,2025-08-19T21:22:50.868956
3,AsyncFL,micro,0.2036842105263158,0.2036842105263158,0.2036842105263158,2025-08-19T21:22:50.868984
3,AsyncFL,weighted,0.20246341664168352,0.2036842105263158,0.20307197885986356,2025-08-19T21:22:50.869045
4,AsyncFL,class:Normal,0.1792507204610951,0.19126691266912668,0.18506396905682831,2025-08-19T21:23:07.207638
4,AsyncFL,class:DDoS,0.197920161019792,0.333710407239819,0.24847336281322385,2025-08-19T21:23:07.207691
4,AsyncFL,class:DoS,0.20743301642178047,0.13071895424836602,0.16037420648179088,2025-08-19T21:23:07.207724
4,AsyncFL,class:Reconnaissance,0.20501285347043702,0.1865497076023392,0.19534598897734232,2025-08-19T21:23:07.207753
4,AsyncFL,class:Theft,0.20613690007867821,0.14886363636363636,0.17288023754536458,2025-08-19T21:23:07.207778
4,AsyncFL,macro,0.19915073029035654,0.19822192362465746,0.19242755297491,2025-08-19T21:23:07.208133
4,AsyncFL,micro,0.19793103448275862,0.19793103448275862,0.19793103448275864,2025-08-19T21:23:07.208162
4,AsyncFL,weighted,0.19949476527310836,0.19793103448275862,0.198709823512501,2025-08-19T21:23:07.208190
5,AsyncFL,class:Normal,0.1926605504587156,0.2139364303178484,0.20274184205445064,2025-08-19T21:23:17.890899
5,AsyncFL,class:DDoS,0.20377258235919235,0.2947732513451191,0.24096764059063774,2025-08-19T21:23:17.890959
5,AsyncFL,class:DoS,0.2002952755905512,0.15522501906941266,0.1749033089815213,2025-08-19T21:23:17.890983
5,AsyncFL,class:Reconnaissance,0.20417028670721113,0.1871764237355635,0.19530438396010802,2025-08-19T21:23:17.891005
5,AsyncFL,class:Theft,0.19615983393876493,0.1475985942991019,0.16844919786096257,2025-08-19T21:23:17.891024
5,AsyncFL,macro,0.19941170581088702,0.19974194375340912,0.19647327468953604,2025-08-19T21:23:17.891215
5,AsyncFL,micro,0.19976470588235293,0.19976470588235293,0.19976470588235293,2025-08-19T21:23:17.891236
5,AsyncFL,weighted,0.19946795194993852,0.19976470588235293,0.19961621862594942,2025-08-19T21:23:17.891274
6,AsyncFL,class:Normal,0.1948833709556057,0.2110839445802771,0.20266040688575898,2025-08-19T21:23:35.353966
6,AsyncFL,class:DDoS,0.20771911015813455,0.297847809377402,0.24474972366966682,2025-08-19T21:23:35.354011
6,AsyncFL,class:DoS,0.1973392461197339,0.16971777269260108,0.1824892351855649,2025-08-19T21:23:35.354040
6,AsyncFL,class:Reconnaissance,0.20365418894830659,0.18199920350457985,0.1922187171398528,2025-08-19T21:23:35.354105
6,AsyncFL,class:Theft,0.19924812030075187,0.1448652869972667,0.16775943929459644,2025-08-19T21:23:35.354130
6,AsyncFL,macro,0.20056880729650653,0.20110280343042533,0.197975504435088,2025-08-19T21:23:35.354298
6,AsyncFL,micro,0.20125490196078433,0.20125490196078433,0.20125490196078433,2025-08-19T21:23:35.354324
6,AsyncFL,weighted,0.2006119627311285,0.20125490196078433,0.20093291803277294,2025-08-19T21:23:35.354410
7,AsyncFL,class:Normal,0.18764172335600907,0.19255381035485747,0.19006603502727532,2025-08-19T21:23:48.949616
7,AsyncFL,class:DDoS,0.1949509116409537,0.23025952512424075,0.21113924050632912,2025-08-19T21:23:48.949661
7,AsyncFL,class:DoS,0.19405241935483872,0.20338087691494983,0.198607170492649,2025-08-19T21:23:48.949691
7,AsyncFL,class:Reconnaissance,0.2118114707552527,0.2096683530073075,0.21073446327683615,2025-08-19T21:23:48.949717
7,AsyncFL,class:Theft,0.20684736091298145,0.15692640692640691,0.17846153846153848,2025-08-19T21:23:48.949745
7,AsyncFL,macro,0.1990607772040071,0.1985577944655525,0.1978016895529256,2025-08-19T21:23:48.949939
7,AsyncFL,micro,0.19845303867403316,0.19845303867403316,0.1984530386740332,2025-08-19T21:23:48.949967
7,AsyncFL,weighted,0.19911823013372823,0.19845303867403316,0.19878507792544176,2025-08-19T21:23:48.949989
8,AsyncFL,class:Normal,0.19117647058823528,0.20186335403726707,0.19637462235649547,2025-08-19T21:24:04.292017
8,AsyncFL,class:DDoS,0.20546608101512934,0.2479387514723204,0.22471310381638643,2025-08-19T21:24:04.292097
8,AsyncFL,class:DoS,0.197480881691408,0.249290176036343,0.22038152610441766,2025-08-19T21:24:04.292129
8,AsyncFL,class:Reconnaissance,0.21875,0.1720623501199041,0.1926174496644295,2025-08-19T21:24:04.292156
8,AsyncFL,class:Theft,0.20154373927958832,0.13718622300058378,0.16325112886418897,2025-08-19T21:24:04.292183
8,AsyncFL,macro,0.20288343451487217,0.20166817093328365,0.1994675661611836,2025-08-19T21:24:04.292399
8,AsyncFL,micro,0.20201183431952663,0.20201183431952663,0.20201183431952666,2025-08-19T21:24:04.292425
8,AsyncFL,weighted,0.20290636464559203,0.20201183431952663,0.2024581114008847,2025-08-19T21:24:04.292449
9,AsyncFL,class:Normal,0.19110576923076922,0.21603260869565216,0.20280612244897958,2025-08-19T21:24:12.696057
9,AsyncFL,class:DDoS,0.17608409986859397,0.16791979949874686,0.17190506735086594,2025-08-19T21:24:12.696100
9,AsyncFL,class:DoS,0.20689655172413793,0.3349875930521092,0.255802936996684,2025-08-19T21:24:12.696123
9,AsyncFL,class:Reconnaissance,0.19491525423728814,0.1539491298527443,0.17202692595362754,2025-08-19T21:24:12.696144
9,AsyncFL,class:Theft,0.1878453038674033,0.0891218872870249,0.12088888888888889,2025-08-19T21:24:12.696164
9,AsyncFL,macro,0.19136939578563852,0.19240220367725547,0.1846859883278092,2025-08-19T21:24:12.696300
9,AsyncFL,micro,0.19376623376623375,0.19376623376623375,0.19376623376623378,2025-08-19T21:24:12.696320
9,AsyncFL,weighted,0.19139097150772008,0.19376623376623375,0.19257127852266795,2025-08-19T21:24:12.696338
10,AsyncFL,class:Normal,0.20198675496688742,0.20098846787479407,0.2014863748967795,2025-08-19T21:24:20.765754
10,AsyncFL,class:DDoS,0.20411663807890223,0.18858954041204437,0.19604612850082373,2025-08-19T21:24:20.765799
10,AsyncFL,class:DoS,0.20098846787479407,0.37538461538461537,0.2618025751072962,2025-08-19T21:24:20.765829
10,AsyncFL,class:Reconnaissance,0.2088888888888889,0.1533442088091354,0.17685794920037629,2025-08-19T21:24:20.765857
10,AsyncFL,class:Theft,0.2289156626506024,0.09515859766277128,0.13443396226415094,2025-08-19T21:24:20.765883
