round,algorithm,average_type,precision,recall,f1,timestamp
1,FedAvg,class:Normal,0.19458128078817735,0.24012158054711247,0.21496598639455783,2025-08-19T21:15:48.466726
1,FedAvg,class:DDoS,0.16634050880626222,0.256797583081571,0.20190023752969122,2025-08-19T21:15:48.466806
1,FedAvg,class:DoS,0.2,0.3,0.24,2025-08-19T21:15:48.466841
1,FedAvg,class:Reconnaissance,0.19487179487179487,0.11411411411411411,0.14393939393939392,2025-08-19T21:15:48.466870
1,FedAvg,class:Theft,0.14285714285714285,0.012618296529968454,0.023188405797101446,2025-08-19T21:15:48.466897
1,FedAvg,macro,0.17973014546467544,0.1847303148545532,0.1647988047321489,2025-08-19T21:15:48.467132
1,FedAvg,micro,0.18666666666666668,0.18666666666666668,0.18666666666666668,2025-08-19T21:15:48.467158
1,FedAvg,weighted,0.18015392228618493,0.18666666666666668,0.1833524789657335,2025-08-19T21:15:48.467180
2,FedAvg,class:Normal,0.1990686845168801,0.2235294117647059,0.21059113300492613,2025-08-19T21:15:59.476772
2,FedAvg,class:DDoS,0.19845857418111754,0.2787550744248985,0.23185143500281374,2025-08-19T21:15:59.476807
2,FedAvg,class:DoS,0.19735599622285174,0.2696774193548387,0.22791712104689202,2025-08-19T21:15:59.476830
2,FedAvg,class:Reconnaissance,0.22524752475247525,0.11989459815546773,0.15649183147033535,2025-08-19T21:15:59.476851
2,FedAvg,class:Theft,0.19411764705882353,0.09969788519637462,0.13173652694610777,2025-08-19T21:15:59.476874
2,FedAvg,macro,0.2028496853464296,0.1983108777792571,0.19171760949421496,2025-08-19T21:15:59.477058
2,FedAvg,micro,0.2008108108108108,0.2008108108108108,0.2008108108108108,2025-08-19T21:15:59.477081
2,FedAvg,weighted,0.20307245424001055,0.2008108108108108,0.20193530021179007,2025-08-19T21:15:59.477101
3,FedAvg,class:Normal,0.19421713038734315,0.2181372549019608,0.2054834054834055,2025-08-19T21:16:18.812376
3,FedAvg,class:DDoS,0.1965851407475773,0.26509023024268824,0.2257551669316375,2025-08-19T21:16:18.812457
3,FedAvg,class:DoS,0.2056543547651619,0.27719729563614015,0.2361256544502618,2025-08-19T21:16:18.812511
3,FedAvg,class:Reconnaissance,0.21756225425950196,0.10506329113924051,0.14169867690994453,2025-08-19T21:16:18.812540
3,FedAvg,class:Theft,0.18209255533199195,0.12034574468085106,0.14491593274619696,2025-08-19T21:16:18.812567
3,FedAvg,macro,0.19922228709831524,0.19716676332017613,0.19079576730428927,2025-08-19T21:16:18.812770
3,FedAvg,micro,0.19874213836477989,0.19874213836477989,0.19874213836477989,2025-08-19T21:16:18.812798
3,FedAvg,weighted,0.19938237460701233,0.19874213836477989,0.19906174169412558,2025-08-19T21:16:18.812822
4,FedAvg,class:Normal,0.187,0.22077922077922077,0.202490525175961,2025-08-19T21:16:33.985228
4,FedAvg,class:DDoS,0.20948970456580127,0.2703639514731369,0.2360655737704918,2025-08-19T21:16:33.985268
4,FedAvg,class:DoS,0.19779643231899266,0.22008172796263864,0.20834484664271902,2025-08-19T21:16:33.985302
4,FedAvg,class:Reconnaissance,0.20193340494092374,0.10923881464264962,0.1417797888386124,2025-08-19T21:16:33.985330
4,FedAvg,class:Theft,0.1892675852066715,0.16404776869893148,0.17575757575757575,2025-08-19T21:16:33.985356
4,FedAvg,macro,0.19709742540647784,0.19690229671131548,0.19288766203707203,2025-08-19T21:16:33.985601
4,FedAvg,micro,0.19739644970414202,0.19739644970414202,0.19739644970414202,2025-08-19T21:16:33.985628
4,FedAvg,weighted,0.19726415208674328,0.19739644970414202,0.1973302787211244,2025-08-19T21:16:33.985650
5,FedAvg,class:Normal,0.19304005252790546,0.22888283378746593,0.20943900267141585,2025-08-19T21:16:51.013366
