round,algorithm,average_type,precision,recall,f1,timestamp
1,AsyncFL,class:Normal,0.2111801242236025,0.35294117647058826,0.26424870466321243,2025-08-19T21:52:49.162370
1,AsyncFL,class:DDoS,0.2619047619047619,0.0421455938697318,0.07260726072607261,2025-08-19T21:52:49.162421
1,AsyncFL,class:DoS,0.20447284345047922,0.24334600760456274,0.2222222222222222,2025-08-19T21:52:49.162450
1,AsyncFL,class:Reconnaissance,0.1836734693877551,0.037815126050420166,0.0627177700348432,2025-08-19T21:52:49.162474
1,AsyncFL,class:Theft,0.23974082073434125,0.3712374581939799,0.2913385826771654,2025-08-19T21:52:49.162496
1,AsyncFL,macro,0.22019440394018802,0.2094970724378566,0.18262690806470316,2025-08-19T21:52:49.162690
1,AsyncFL,micro,0.22,0.22,0.22,2025-08-19T21:52:49.162709
1,AsyncFL,weighted,0.22115655385118055,0.22,0.22057676089143072,2025-08-19T21:52:49.162727
2,AsyncFL,class:Normal,0.19286871961102106,0.26327433628318586,0.2226379794200187,2025-08-19T21:52:58.625138
2,AsyncFL,class:DDoS,0.1897810218978102,0.05726872246696035,0.08798646362098139,2025-08-19T21:52:58.625174
2,AsyncFL,class:DoS,0.20286396181384247,0.19675925925925927,0.199764982373678,2025-08-19T21:52:58.625198
2,AsyncFL,class:Reconnaissance,0.20943952802359883,0.15990990990990991,0.18135376756066413,2025-08-19T21:52:58.625240
2,AsyncFL,class:Theft,0.1978319783197832,0.31196581196581197,0.24212271973466007,2025-08-19T21:52:58.625263
2,AsyncFL,macro,0.19855704193321116,0.19783560797702548,0.18677318254200045,2025-08-19T21:52:58.625415
2,AsyncFL,micro,0.19866666666666666,0.19866666666666666,0.19866666666666663,2025-08-19T21:52:58.625436
2,AsyncFL,weighted,0.1984671080024461,0.19866666666666666,0.1985668371957077,2025-08-19T21:52:58.625454
3,AsyncFL,class:Normal,0.20915032679738563,0.2794759825327511,0.2392523364485981,2025-08-19T21:53:14.538221
3,AsyncFL,class:DDoS,0.2247557003257329,0.0745945945945946,0.11201298701298701,2025-08-19T21:53:14.538301
3,AsyncFL,class:DoS,0.1883720930232558,0.18556701030927836,0.1869590305828044,2025-08-19T21:53:14.538332
3,AsyncFL,class:Reconnaissance,0.20337197049525815,0.21931818181818183,0.21104428649535265,2025-08-19T21:53:14.538361
3,AsyncFL,class:Theft,0.20862068965517241,0.2671081677704194,0.23426911907066797,2025-08-19T21:53:14.538388
3,AsyncFL,macro,0.20685415605936094,0.20521278740504506,0.19670755192208203,2025-08-19T21:53:14.538639
3,AsyncFL,micro,0.2048888888888889,0.2048888888888889,0.2048888888888889,2025-08-19T21:53:14.538669
3,AsyncFL,weighted,0.2070904973823164,0.2048888888888889,0.20598381046268277,2025-08-19T21:53:14.538693
4,AsyncFL,class:Normal,0.20837209302325582,0.24060150375939848,0.22333000997008973,2025-08-19T21:53:27.963969
4,AsyncFL,class:DDoS,0.2099125364431487,0.07929515418502203,0.11510791366906474,2025-08-19T21:53:27.964012
4,AsyncFL,class:DoS,0.2027194066749073,0.18552036199095023,0.19373892498523332,2025-08-19T21:53:27.964042
4,AsyncFL,class:Reconnaissance,0.19484240687679083,0.23475258918296893,0.21294363256784968,2025-08-19T21:53:27.964068
4,AsyncFL,class:Theft,0.20717781402936378,0.27973568281938327,0.2380506091846298,2025-08-19T21:53:27.964094
4,AsyncFL,macro,0.2046048514094933,0.2039810583875446,0.19663421807537346,2025-08-19T21:53:27.964280
4,AsyncFL,micro,0.204,0.204,0.204,2025-08-19T21:53:27.964306
4,AsyncFL,weighted,0.2047187697578315,0.204,0.20435875286736768,2025-08-19T21:53:27.964329
5,AsyncFL,class:Normal,0.19541547277936963,0.25073529411764706,0.21964573268921095,2025-08-19T21:53:41.835657
5,AsyncFL,class:DDoS,0.19708029197080293,0.07854545454545454,0.11232449297971919,2025-08-19T21:53:41.835703
5,AsyncFL,class:DoS,0.199490662139219,0.17629407351837958,0.1871764237355635,2025-08-19T21:53:41.835735
