round,algorithm,class_name,precision,recall,f1_score,support,improvement_from_prev,timestamp
1,AsyncFL,Normal,0.19815668202764977,0.13915857605177995,0.1634980988593156,309,0.1634980988593156,2025-08-19T21:35:58.074610
1,AsyncFL,DDoS,0.22784810126582278,0.11464968152866242,0.15254237288135594,314,0.15254237288135594,2025-08-19T21:35:58.074610
1,AsyncFL,DoS,0.19649122807017544,0.3835616438356164,0.25986078886310904,292,0.25986078886310904,2025-08-19T21:35:58.074610
1,AsyncFL,Reconnaissance,0.1958762886597938,0.06375838926174497,0.09620253164556963,298,0.09620253164556963,2025-08-19T21:35:58.074610
1,AsyncFL,Theft,0.16812227074235808,0.2682926829268293,0.20671140939597316,287,0.20671140939597316,2025-08-19T21:35:58.074610
2,AsyncFL,Normal,0.20421052631578948,0.1898238747553816,0.19675456389452334,511,0.03325646503520774,2025-08-19T21:36:06.044624
2,AsyncFL,DDoS,0.2129783693843594,0.2565130260521042,0.23272727272727275,499,0.08018489984591681,2025-08-19T21:36:06.044624
2,AsyncFL,DoS,0.21105527638190955,0.2535211267605634,0.23034734917733088,497,-0.02951343968577816,2025-08-19T21:36:06.044624
2,AsyncFL,Reconnaissance,0.1863905325443787,0.12574850299401197,0.1501787842669845,501,0.053976252621414866,2025-08-19T21:36:06.044624
2,AsyncFL,Theft,0.19427402862985685,0.19308943089430894,0.19367991845056065,492,-0.013031490945412505,2025-08-19T21:36:06.044624
3,AsyncFL,Normal,0.21794871794871795,0.19373219373219372,0.20512820512820512,1053,0.008373641233681783,2025-08-19T21:36:20.019724
3,AsyncFL,DDoS,0.20540540540540542,0.2750775594622544,0.23519009725906279,967,0.002462824531790031,2025-08-19T21:36:20.019724
3,AsyncFL,DoS,0.18744769874476988,0.23504721930745015,0.2085661080074488,953,-0.021781241169882087,2025-08-19T21:36:20.019724
3,AsyncFL,Reconnaissance,0.20483460559796438,0.15877712031558186,0.17888888888888888,1014,0.028710104621904375,2025-08-19T21:36:20.019724
3,AsyncFL,Theft,0.20431472081218274,0.15893385982230998,0.1787895613548029,1013,-0.014890357095757756,2025-08-19T21:36:20.019724
4,AsyncFL,Normal,0.2015888778550149,0.19863013698630136,0.2000985707244948,1022,-0.00502963440371032,2025-08-19T21:36:36.761954
4,AsyncFL,DDoS,0.18966737438075018,0.2774327122153209,0.22530474989491384,966,-0.00988534736414895,2025-08-19T21:36:36.761954
4,AsyncFL,DoS,0.19345524542829645,0.20447609359104782,0.19881305637982197,983,-0.009753051627626824,2025-08-19T21:36:36.761954
4,AsyncFL,Reconnaissance,0.1957040572792363,0.1626984126984127,0.1776814734561213,1008,-0.0012074154327675612,2025-08-19T21:36:36.761954
4,AsyncFL,Theft,0.19772403982930298,0.13614103819784526,0.16125290023201855,1021,-0.017536661122784347,2025-08-19T21:36:36.761954
5,AsyncFL,Normal,0.20965608465608465,0.2041210560206053,0.20685154975530182,1553,0.006752979030807016,2025-08-19T21:36:50.632268
5,AsyncFL,DDoS,0.19373865698729584,0.297768479776848,0.23474436503573395,1434,0.009439615140820118,2025-08-19T21:36:50.632268
5,AsyncFL,DoS,0.18947368421052632,0.18329938900203666,0.1863354037267081,1473,-0.012477652653113874,2025-08-19T21:36:50.632268
5,AsyncFL,Reconnaissance,0.2027231467473525,0.17760106030483763,0.1893323913811374,1509,0.011650917925016074,2025-08-19T21:36:50.632268
5,AsyncFL,Theft,0.21504339440694312,0.1456564337034618,0.17367601246105918,1531,0.012423112229040634,2025-08-19T21:36:50.632268
6,AsyncFL,Normal,0.2098273572377158,0.2034771410173857,0.20660346518470088,1553,-0.00024808457060093714,2025-08-19T21:37:04.425782
6,AsyncFL,DDoS,0.1959604641168887,0.3179916317991632,0.2424886998138793,1434,0.007744334778145345,2025-08-19T21:37:04.425782
6,AsyncFL,DoS,0.19410876132930513,0.17447386286490157,0.18376832320343223,1473,-0.0025670805232758664,2025-08-19T21:37:04.425782
6,AsyncFL,Reconnaissance,0.2022140221402214,0.1815772034459907,0.19134078212290503,1509,0.002008390741767646,2025-08-19T21:37:04.425782
6,AsyncFL,Theft,0.2145748987854251,0.13847158719790986,0.16832076220722506,1531,-0.005355250253834126,2025-08-19T21:37:04.425782
7,AsyncFL,Normal,0.1946992864424057,0.18634146341463415,0.1904287138584247,1025,-0.016174751326276188,2025-08-19T21:37:18.145889
7,AsyncFL,DDoS,0.18702290076335878,0.30466321243523314,0.2317698068584943,965,-0.010718892955385001,2025-08-19T21:37:18.145889
7,AsyncFL,DoS,0.19708029197080293,0.16216216216216217,0.1779242174629325,999,-0.005844105740499733,2025-08-19T21:37:18.145889
7,AsyncFL,Reconnaissance,0.19939577039274925,0.2018348623853211,0.20060790273556234,981,0.009267120612657304,2025-08-19T21:37:18.145889
7,AsyncFL,Theft,0.21835443037974683,0.13398058252427184,0.16606498194945846,1030,-0.0022557802577665986,2025-08-19T21:37:18.145889
8,AsyncFL,Normal,0.21251241310824232,0.2053742802303263,0.20888238164958517,1042,0.018453667791160477,2025-08-19T21:37:30.653234
8,AsyncFL,DDoS,0.20458772473651582,0.34810126582278483,0.2577118313158922,948,0.025942024457397905,2025-08-19T21:37:30.653234
8,AsyncFL,DoS,0.19375,0.15752032520325204,0.17376681614349773,984,-0.004157401319434761,2025-08-19T21:37:30.653234
8,AsyncFL,Reconnaissance,0.20168067226890757,0.1914257228315055,0.19641943734015346,1003,-0.004188465395408875,2025-08-19T21:37:30.653234
8,AsyncFL,Theft,0.2340764331210191,0.1436950146627566,0.1780738946093277,1023,0.012008912659869253,2025-08-19T21:37:30.653234
9,AsyncFL,Normal,0.20657276995305165,0.18219461697722567,0.1936193619361936,483,-0.015263019713391557,2025-08-19T21:37:37.825061
9,AsyncFL,DDoS,0.1854066985645933,0.3249475890985325,0.23610053313023613,477,-0.021611298185656075,2025-08-19T21:37:37.825061
9,AsyncFL,DoS,0.16937354988399073,0.14455445544554454,0.155982905982906,505,-0.01778391016059172,2025-08-19T21:37:37.825061
9,AsyncFL,Reconnaissance,0.21245421245421245,0.2297029702970297,0.22074215033301617,505,0.024322712992862705,2025-08-19T21:37:37.825061
9,AsyncFL,Theft,0.21455938697318008,0.10566037735849057,0.1415929203539823,530,-0.03648097425534541,2025-08-19T21:37:37.825061
10,AsyncFL,Normal,0.22357723577235772,0.2048417132216015,0.21379980563654033,537,0.020180443700346717,2025-08-19T21:37:44.706385
10,AsyncFL,DDoS,0.2037533512064343,0.3206751054852321,0.24918032786885247,474,0.01307979473861634,2025-08-19T21:37:44.706385
10,AsyncFL,DoS,0.17857142857142858,0.14522821576763487,0.16018306636155608,482,0.004200160378650064,2025-08-19T21:37:44.706385
10,AsyncFL,Reconnaissance,0.19320214669051877,0.21730382293762576,0.20454545454545453,497,-0.016196695787561638,2025-08-19T21:37:44.706385
10,AsyncFL,Theft,0.18971061093247588,0.11568627450980393,0.14372716199756394,510,0.0021342416435816414,2025-08-19T21:37:44.706385
