round,algorithm,average_type,precision,recall,f1,timestamp
1,AsyncFL,class:Normal,0.19815668202764977,0.13915857605177995,0.1634980988593156,2025-08-19T21:35:58.074147
1,AsyncFL,class:DDoS,0.22784810126582278,0.11464968152866242,0.15254237288135594,2025-08-19T21:35:58.074183
1,AsyncFL,class:DoS,0.19649122807017544,0.3835616438356164,0.25986078886310904,2025-08-19T21:35:58.074211
1,AsyncFL,class:Reconnaissance,0.1958762886597938,0.06375838926174497,0.09620253164556963,2025-08-19T21:35:58.074233
1,AsyncFL,class:Theft,0.16812227074235808,0.2682926829268293,0.20671140939597316,2025-08-19T21:35:58.074277
1,AsyncFL,macro,0.19729891415315998,0.1938841947209266,0.1757630403290647,2025-08-19T21:35:58.074496
1,AsyncFL,micro,0.19133333333333333,0.19133333333333333,0.19133333333333333,2025-08-19T21:35:58.074552
1,AsyncFL,weighted,0.19784825524278576,0.19133333333333333,0.19453626420656014,2025-08-19T21:35:58.074571
2,AsyncFL,class:Normal,0.20421052631578948,0.1898238747553816,0.19675456389452334,2025-08-19T21:36:06.044297
2,AsyncFL,class:DDoS,0.2129783693843594,0.2565130260521042,0.23272727272727275,2025-08-19T21:36:06.044329
2,AsyncFL,class:DoS,0.21105527638190955,0.2535211267605634,0.23034734917733088,2025-08-19T21:36:06.044352
2,AsyncFL,class:Reconnaissance,0.1863905325443787,0.12574850299401197,0.1501787842669845,2025-08-19T21:36:06.044373
2,AsyncFL,class:Theft,0.19427402862985685,0.19308943089430894,0.19367991845056065,2025-08-19T21:36:06.044393
2,AsyncFL,macro,0.20178174665125875,0.203739192291274,0.2007375777033344,2025-08-19T21:36:06.044558
2,AsyncFL,micro,0.2036,0.2036,0.2036,2025-08-19T21:36:06.044585
2,AsyncFL,weighted,0.20179469460903846,0.2036,0.20269332760766828,2025-08-19T21:36:06.044603
3,AsyncFL,class:Normal,0.21794871794871795,0.19373219373219372,0.20512820512820512,2025-08-19T21:36:20.019408
3,AsyncFL,class:DDoS,0.20540540540540542,0.2750775594622544,0.23519009725906279,2025-08-19T21:36:20.019441
3,AsyncFL,class:DoS,0.18744769874476988,0.23504721930745015,0.2085661080074488,2025-08-19T21:36:20.019464
3,AsyncFL,class:Reconnaissance,0.20483460559796438,0.15877712031558186,0.17888888888888888,2025-08-19T21:36:20.019486
3,AsyncFL,class:Theft,0.20431472081218274,0.15893385982230998,0.1787895613548029,2025-08-19T21:36:20.019506
3,AsyncFL,macro,0.20399022970180808,0.204313590527958,0.2013125721276817,2025-08-19T21:36:20.019668
3,AsyncFL,micro,0.2032,0.2032,0.2032,2025-08-19T21:36:20.019688
3,AsyncFL,weighted,0.20428755723797395,0.2032,0.20374232730995329,2025-08-19T21:36:20.019705
4,AsyncFL,class:Normal,0.2015888778550149,0.19863013698630136,0.2000985707244948,2025-08-19T21:36:36.761542
4,AsyncFL,class:DDoS,0.18966737438075018,0.2774327122153209,0.22530474989491384,2025-08-19T21:36:36.761592
4,AsyncFL,class:DoS,0.19345524542829645,0.20447609359104782,0.19881305637982197,2025-08-19T21:36:36.761627
4,AsyncFL,class:Reconnaissance,0.1957040572792363,0.1626984126984127,0.1776814734561213,2025-08-19T21:36:36.761654
4,AsyncFL,class:Theft,0.19772403982930298,0.13614103819784526,0.16125290023201855,2025-08-19T21:36:36.761705
4,AsyncFL,macro,0.19562791895452017,0.1958756787377856,0.1926301501374741,2025-08-19T21:36:36.761878
4,AsyncFL,micro,0.195,0.195,0.195,2025-08-19T21:36:36.761907
4,AsyncFL,weighted,0.19571099149576676,0.195,0.19535484883889176,2025-08-19T21:36:36.761928
5,AsyncFL,class:Normal,0.20965608465608465,0.2041210560206053,0.20685154975530182,2025-08-19T21:36:50.631824
5,AsyncFL,class:DDoS,0.19373865698729584,0.297768479776848,0.23474436503573395,2025-08-19T21:36:50.631904
5,AsyncFL,class:DoS,0.18947368421052632,0.18329938900203666,0.1863354037267081,2025-08-19T21:36:50.631935
5,AsyncFL,class:Reconnaissance,0.2027231467473525,0.17760106030483763,0.1893323913811374,2025-08-19T21:36:50.631963
5,AsyncFL,class:Theft,0.21504339440694312,0.1456564337034618,0.17367601246105918,2025-08-19T21:36:50.631989
5,AsyncFL,macro,0.20212699340164048,0.2016892837615579,0.19818794447198812,2025-08-19T21:36:50.632187
5,AsyncFL,micro,0.20066666666666666,0.20066666666666666,0.20066666666666666,2025-08-19T21:36:50.632213
5,AsyncFL,weighted,0.20235367142820956,0.20066666666666666,0.20150663822678655,2025-08-19T21:36:50.632244
6,AsyncFL,class:Normal,0.2098273572377158,0.2034771410173857,0.20660346518470088,2025-08-19T21:37:04.425313
6,AsyncFL,class:DDoS,0.1959604641168887,0.3179916317991632,0.2424886998138793,2025-08-19T21:37:04.425389
6,AsyncFL,class:DoS,0.19410876132930513,0.17447386286490157,0.18376832320343223,2025-08-19T21:37:04.425422
6,AsyncFL,class:Reconnaissance,0.2022140221402214,0.1815772034459907,0.19134078212290503,2025-08-19T21:37:04.425449
6,AsyncFL,class:Theft,0.2145748987854251,0.13847158719790986,0.16832076220722506,2025-08-19T21:37:04.425476
6,AsyncFL,macro,0.20333710072191122,0.20319828526507022,0.19850440650642848,2025-08-19T21:37:04.425677
6,AsyncFL,micro,0.202,0.202,0.202,2025-08-19T21:37:04.425703
6,AsyncFL,weighted,0.2035262034962583,0.202,0.2027602298041069,2025-08-19T21:37:04.425724
7,AsyncFL,class:Normal,0.1946992864424057,0.18634146341463415,0.1904287138584247,2025-08-19T21:37:18.145530
7,AsyncFL,class:DDoS,0.18702290076335878,0.30466321243523314,0.2317698068584943,2025-08-19T21:37:18.145562
7,AsyncFL,class:DoS,0.19708029197080293,0.16216216216216217,0.1779242174629325,2025-08-19T21:37:18.145584
7,AsyncFL,class:Reconnaissance,0.19939577039274925,0.2018348623853211,0.20060790273556234,2025-08-19T21:37:18.145603
7,AsyncFL,class:Theft,0.21835443037974683,0.13398058252427184,0.16606498194945846,2025-08-19T21:37:18.145622
7,AsyncFL,macro,0.1993105359898127,0.1977964565843245,0.19335912457297444,2025-08-19T21:37:18.145774
7,AsyncFL,micro,0.1966,0.1966,0.1966,2025-08-19T21:37:18.145792
7,AsyncFL,weighted,0.19948787871307308,0.1966,0.19803341158743576,2025-08-19T21:37:18.145871
8,AsyncFL,class:Normal,0.21251241310824232,0.2053742802303263,0.20888238164958517,2025-08-19T21:37:30.652768
8,AsyncFL,class:DDoS,0.20458772473651582,0.34810126582278483,0.2577118313158922,2025-08-19T21:37:30.652850
8,AsyncFL,class:DoS,0.19375,0.15752032520325204,0.17376681614349773,2025-08-19T21:37:30.652880
8,AsyncFL,class:Reconnaissance,0.20168067226890757,0.1914257228315055,0.19641943734015346,2025-08-19T21:37:30.652906
8,AsyncFL,class:Theft,0.2340764331210191,0.1436950146627566,0.1780738946093277,2025-08-19T21:37:30.652932
8,AsyncFL,macro,0.20932144864693694,0.20922332175012506,0.20297087221169124,2025-08-19T21:37:30.653162
8,AsyncFL,micro,0.2076,0.2076,0.20760000000000003,2025-08-19T21:37:30.653189
8,AsyncFL,weighted,0.2095566005755045,0.2076,0.20857371174018188,2025-08-19T21:37:30.653211
9,AsyncFL,class:Normal,0.20657276995305165,0.18219461697722567,0.1936193619361936,2025-08-19T21:37:37.824781
9,AsyncFL,class:DDoS,0.1854066985645933,0.3249475890985325,0.23610053313023613,2025-08-19T21:37:37.824816
9,AsyncFL,class:DoS,0.16937354988399073,0.14455445544554454,0.155982905982906,2025-08-19T21:37:37.824841
9,AsyncFL,class:Reconnaissance,0.21245421245421245,0.2297029702970297,0.22074215033301617,2025-08-19T21:37:37.824862
