round,algorithm,average_type,precision,recall,f1,timestamp
9,AsyncFL,class:Theft,0.21455938697318008,0.10566037735849057,0.1415929203539823,2025-08-19T21:37:37.824883
9,AsyncFL,macro,0.19767332356580566,0.19741200183536461,0.18960757434726683,2025-08-19T21:37:37.825009
9,AsyncFL,micro,0.1952,0.1952,0.1952,2025-08-19T21:37:37.825027
9,AsyncFL,weighted,0.1979012552716852,0.1952,0.1965413465919068,2025-08-19T21:37:37.825044
10,AsyncFL,class:Normal,0.22357723577235772,0.2048417132216015,0.21379980563654033,2025-08-19T21:37:44.706006
10,AsyncFL,class:DDoS,0.2037533512064343,0.3206751054852321,0.24918032786885247,2025-08-19T21:37:44.706048
10,AsyncFL,class:DoS,0.17857142857142858,0.14522821576763487,0.16018306636155608,2025-08-19T21:37:44.706078
10,AsyncFL,class:Reconnaissance,0.19320214669051877,0.21730382293762576,0.20454545454545453,2025-08-19T21:37:44.706108
10,AsyncFL,class:Theft,0.18971061093247588,0.11568627450980393,0.14372716199756394,2025-08-19T21:37:44.706135
10,AsyncFL,macro,0.19776295463464305,0.20074702638437963,0.1942871632819935,2025-08-19T21:37:44.706283
10,AsyncFL,micro,0.1996,0.1996,0.1996,2025-08-19T21:37:44.706308
10,AsyncFL,weighted,0.19819414845351402,0.1996,0.19889459000397688,2025-08-19T21:37:44.706352
