round,algorithm,class_name,precision,recall,f1_score,support,improvement_from_prev,timestamp
6,FedProx,Theft,0.20880245649948823,0.13324624428478118,0.16267942583732056,1531,-0.00686531513599184,2025-08-19T21:34:01.944682
7,FedProx,Normal,0.21139101861993428,0.1877431906614786,0.1988665636269964,1028,-0.002096960116981572,2025-08-19T21:34:15.421675
7,FedProx,DDoS,0.17950350095480586,0.3022508038585209,0.22523961661341851,933,-0.007505166693162535,2025-08-19T21:34:15.421675
7,FedProx,DoS,0.19074492099322798,0.16849451645064806,0.17893065113816836,1003,0.001939500695690488,2025-08-19T21:34:15.421675
7,FedProx,Reconnaissance,0.20936902485659656,0.21791044776119403,0.2135543637250122,1005,0.009121680959547435,2025-08-19T21:34:15.421675
7,FedProx,Theft,0.21746575342465754,0.12318137730358875,0.15727554179566566,1031,-0.0054038840416548994,2025-08-19T21:34:15.421675
8,FedProx,Normal,0.2067553735926305,0.19554695062923524,0.20099502487562187,1033,0.0021284612486254795,2025-08-19T21:34:29.599418
8,FedProx,DDoS,0.1975642760487145,0.3067226890756303,0.2403292181069959,952,0.015089601493577381,2025-08-19T21:34:29.599418
8,FedProx,DoS,0.19002375296912113,0.16032064128256512,0.17391304347826084,998,-0.005017607659907525,2025-08-19T21:34:29.599418
8,FedProx,Reconnaissance,0.19343065693430658,0.2167689161554192,0.20443587270973965,978,-0.00911849101527254,2025-08-19T21:34:29.599418
8,FedProx,Theft,0.21911037891268534,0.12800769971126083,0.16160388821385177,1039,0.0043283464181861075,2025-08-19T21:34:29.599418
9,FedProx,Normal,0.21017699115044247,0.18304431599229287,0.1956745623069001,519,-0.005320462568721762,2025-08-19T21:34:36.534109
9,FedProx,DDoS,0.1959731543624161,0.3080168776371308,0.23954060705496308,474,-0.0007886110520328171,2025-08-19T21:34:36.534109
9,FedProx,DoS,0.20229885057471264,0.17886178861788618,0.1898597626752967,492,0.015946719197035858,2025-08-19T21:34:36.534109
9,FedProx,Reconnaissance,0.184070796460177,0.20594059405940593,0.19439252336448598,505,-0.010043349345253666,2025-08-19T21:34:36.534109
9,FedProx,Theft,0.19471947194719472,0.11568627450980393,0.14514145141451415,510,-0.01646243679933762,2025-08-19T21:34:36.534109
10,FedProx,Normal,0.21232876712328766,0.17647058823529413,0.19274611398963729,527,-0.0029284483172628273,2025-08-19T21:34:43.760738
10,FedProx,DDoS,0.21008403361344538,0.30864197530864196,0.25,486,0.010459392945036922,2025-08-19T21:34:43.760738
10,FedProx,DoS,0.18004866180048662,0.14979757085020243,0.16353591160220995,494,-0.02632385107308674,2025-08-19T21:34:43.760738
10,FedProx,Reconnaissance,0.19968051118210864,0.25826446280991733,0.22522522522522523,484,0.030832701860739248,2025-08-19T21:34:43.760738
10,FedProx,Theft,0.24115755627009647,0.14734774066797643,0.18292682926829268,509,0.03778537785377853,2025-08-19T21:34:43.760738
