round,algorithm,average_type,precision,recall,f1,timestamp
1,FedProx,class:Normal,0.21764705882352942,0.11974110032362459,0.1544885177453027,2025-08-19T21:32:56.601495
1,FedProx,class:DDoS,0.21739130434782608,0.1592356687898089,0.18382352941176472,2025-08-19T21:32:56.601531
1,FedProx,class:DoS,0.18078175895765472,0.3801369863013699,0.24503311258278146,2025-08-19T21:32:56.601558
1,FedProx,class:Reconnaissance,0.19801980198019803,0.06711409395973154,0.10025062656641603,2025-08-19T21:32:56.601603
1,FedProx,class:Theft,0.18441558441558442,0.24738675958188153,0.2113095238095238,2025-08-19T21:32:56.601625
1,FedProx,macro,0.19965110170495853,0.1947229217912833,0.17898106202315775,2025-08-19T21:32:56.601805
1,FedProx,micro,0.19266666666666668,0.19266666666666668,0.19266666666666668,2025-08-19T21:32:56.601826
1,FedProx,weighted,0.2001595053831299,0.19266666666666668,0.19634162613242476,2025-08-19T21:32:56.601845
2,FedProx,class:Normal,0.2004950495049505,0.15168539325842698,0.1727078891257996,2025-08-19T21:33:04.816036
2,FedProx,class:DDoS,0.19148936170212766,0.25557809330628806,0.21894005212858383,2025-08-19T21:33:04.816082
2,FedProx,class:DoS,0.1765625,0.23789473684210527,0.20269058295964126,2025-08-19T21:33:04.816113
2,FedProx,class:Reconnaissance,0.18157894736842106,0.138,0.15681818181818183,2025-08-19T21:33:04.816144
2,FedProx,class:Theft,0.21291866028708134,0.178714859437751,0.1943231441048035,2025-08-19T21:33:04.816170
2,FedProx,macro,0.19260890377251613,0.19237461656891425,0.18909597002740203,2025-08-19T21:33:04.816349
2,FedProx,micro,0.1912,0.1912,0.1912,2025-08-19T21:33:04.816374
2,FedProx,weighted,0.19286350630478782,0.1912,0.19202815055389053,2025-08-19T21:33:04.816397
3,FedProx,class:Normal,0.20920043811610076,0.18799212598425197,0.19803006739243129,2025-08-19T21:33:21.593728
3,FedProx,class:DDoS,0.18353576248313092,0.2821576763485477,0.2224039247751431,2025-08-19T21:33:21.593765
3,FedProx,class:DoS,0.18756169792694966,0.19527235354573483,0.19133937562940584,2025-08-19T21:33:21.593788
3,FedProx,class:Reconnaissance,0.20636663007683864,0.18341463414634146,0.19421487603305787,2025-08-19T21:33:21.593812
3,FedProx,class:Theft,0.21145374449339208,0.14090019569471623,0.16911332941867294,2025-08-19T21:33:21.593862
3,FedProx,macro,0.1996236546192824,0.19794739714391843,0.1950203146497422,2025-08-19T21:33:21.594219
3,FedProx,micro,0.197,0.197,0.197,2025-08-19T21:33:21.594241
3,FedProx,weighted,0.199921034988725,0.197,0.19844976920357765,2025-08-19T21:33:21.594281
4,FedProx,class:Normal,0.22120285423037717,0.2076555023923445,0.2142152023692004,2025-08-19T21:33:36.028697
4,FedProx,class:DDoS,0.19093610698365526,0.2745726495726496,0.2252410166520596,2025-08-19T21:33:36.028737
4,FedProx,class:DoS,0.19120654396728015,0.19278350515463918,0.1919917864476386,2025-08-19T21:33:36.028767
4,FedProx,class:Reconnaissance,0.19939271255060728,0.19408866995073892,0.1967049425861208,2025-08-19T21:33:36.028828
4,FedProx,class:Theft,0.21923620933521923,0.14990328820116053,0.17805858701895463,2025-08-19T21:33:36.028854
4,FedProx,macro,0.20439488541342782,0.20380072305430655,0.20124230701479479,2025-08-19T21:33:36.029015
4,FedProx,micro,0.2026,0.2026,0.2026,2025-08-19T21:33:36.029039
4,FedProx,weighted,0.20488347402943805,0.2026,0.2037353388980156,2025-08-19T21:33:36.029060
5,FedProx,class:Normal,0.21717171717171718,0.19381841596909208,0.2048315753657707,2025-08-19T21:33:49.652317
5,FedProx,class:DDoS,0.1896860986547085,0.29497907949790797,0.23089519650655024,2025-08-19T21:33:49.652396
5,FedProx,class:DoS,0.18295371050698017,0.1690427698574338,0.17572335920959772,2025-08-19T21:33:49.652433
5,FedProx,class:Reconnaissance,0.20185922974767595,0.20145791915175612,0.20165837479270315,2025-08-19T21:33:49.652460
5,FedProx,class:Theft,0.21238938053097345,0.1410842586544742,0.1695447409733124,2025-08-19T21:33:49.652489
5,FedProx,macro,0.20081202732241107,0.20007648862613286,0.19653064936958686,2025-08-19T21:33:49.652743
5,FedProx,micro,0.19906666666666667,0.19906666666666667,0.19906666666666667,2025-08-19T21:33:49.652769
5,FedProx,weighted,0.20113894361299653,0.19906666666666667,0.20009743998298227,2025-08-19T21:33:49.652815
6,FedProx,class:Normal,0.21581670362158167,0.1880231809401159,0.20096352374397797,2025-08-19T21:34:01.944231
6,FedProx,class:DDoS,0.18880208333333334,0.303347280334728,0.23274478330658105,2025-08-19T21:34:01.944308
6,FedProx,class:DoS,0.1849112426035503,0.1697216564833673,0.17699115044247787,2025-08-19T21:34:01.944357
6,FedProx,class:Reconnaissance,0.20409511228533686,0.2047713717693837,0.20443268276546475,2025-08-19T21:34:01.944423
6,FedProx,class:Theft,0.20880245649948823,0.13324624428478118,0.16267942583732056,2025-08-19T21:34:01.944454
6,FedProx,macro,0.20048551966865807,0.19982194676247522,0.19556231321916445,2025-08-19T21:34:01.944614
6,FedProx,micro,0.19866666666666666,0.19866666666666666,0.19866666666666663,2025-08-19T21:34:01.944637
6,FedProx,weighted,0.2007914498558181,0.19866666666666666,0.199723407226235,2025-08-19T21:34:01.944659
7,FedProx,class:Normal,0.21139101861993428,0.1877431906614786,0.1988665636269964,2025-08-19T21:34:15.421180
7,FedProx,class:DDoS,0.17950350095480586,0.3022508038585209,0.22523961661341851,2025-08-19T21:34:15.421261
7,FedProx,class:DoS,0.19074492099322798,0.16849451645064806,0.17893065113816836,2025-08-19T21:34:15.421293
