round,algorithm,class_name,precision,recall,f1_score,support,improvement_from_prev,timestamp
1,FedAvg,Normal,0.21764705882352942,0.11974110032362459,0.1544885177453027,309,0.1544885177453027,2025-08-19T21:29:50.222792
1,FedAvg,DDoS,0.21739130434782608,0.1592356687898089,0.18382352941176472,314,0.18382352941176472,2025-08-19T21:29:50.222792
1,FedAvg,DoS,0.18078175895765472,0.3801369863013699,0.24503311258278146,292,0.24503311258278146,2025-08-19T21:29:50.222792
1,FedAvg,Reconnaissance,0.19801980198019803,0.06711409395973154,0.10025062656641603,298,0.10025062656641603,2025-08-19T21:29:50.222792
1,FedAvg,Theft,0.18441558441558442,0.24738675958188153,0.2113095238095238,287,0.2113095238095238,2025-08-19T21:29:50.222792
2,FedAvg,Normal,0.20388349514563106,0.1686746987951807,0.18461538461538457,498,0.03012686687008187,2025-08-19T21:29:56.379002
2,FedAvg,DDoS,0.19821162444113263,0.258252427184466,0.22428330522765597,515,0.04045977581589125,2025-08-19T21:29:56.379002
2,FedAvg,DoS,0.19025157232704404,0.24897119341563786,0.2156862745098039,486,-0.029346838072977555,2025-08-19T21:29:56.379002
2,FedAvg,Reconnaissance,0.17191977077363896,0.11583011583011583,0.1384083044982699,518,0.03815767793185387,2025-08-19T21:29:56.379002
2,FedAvg,Theft,0.18981481481481483,0.16977225672877846,0.17923497267759567,483,-0.03207455113192814,2025-08-19T21:29:56.379002
3,FedAvg,Normal,0.22161572052401746,0.1980487804878049,0.2091705306543019,1025,0.02455514603891734,2025-08-19T21:30:12.983674
3,FedAvg,DDoS,0.19425444596443228,0.30021141649048627,0.23588039867109636,946,0.011597093443440398,2025-08-19T21:30:12.983674
3,FedAvg,DoS,0.1916583912611718,0.20209424083769634,0.19673802242609584,955,-0.018948252083708067,2025-08-19T21:30:12.983674
3,FedAvg,Reconnaissance,0.19779005524861878,0.171455938697318,0.1836839404822986,1044,0.0452756359840287,2025-08-19T21:30:12.983674
3,FedAvg,Theft,0.2295774647887324,0.15825242718446603,0.18735632183908046,1030,0.008121349161484798,2025-08-19T21:30:12.983674
4,FedAvg,Normal,0.220703125,0.21626794258373205,0.21846302561623973,1045,0.00929249496193782,2025-08-19T21:30:26.658055
4,FedAvg,DDoS,0.19092904169714703,0.27825159914712155,0.22646420824295013,938,-0.009416190428146232,2025-08-19T21:30:26.658055
4,FedAvg,DoS,0.18712871287128713,0.19071644803229063,0.18890554722638678,991,-0.00783247519970906,2025-08-19T21:30:26.658055
4,FedAvg,Reconnaissance,0.19743863393810032,0.18839103869653767,0.1928087545596665,982,0.009124814077367899,2025-08-19T21:30:26.658055
4,FedAvg,Theft,0.2175226586102719,0.13793103448275862,0.16881594372801875,1044,-0.01854037811106171,2025-08-19T21:30:26.658055
5,FedAvg,Normal,0.2084712111184646,0.20283322601416612,0.2056135770234987,1553,-0.012849448592741036,2025-08-19T21:30:40.907641
5,FedAvg,DDoS,0.18977756743965926,0.2796373779637378,0.22610656893149142,1434,-0.00035763931145871286,2025-08-19T21:30:40.907641
5,FedAvg,DoS,0.18588399720475193,0.18058384249830278,0.18319559228650137,1473,-0.005709954939885409,2025-08-19T21:30:40.907641
5,FedAvg,Reconnaissance,0.19477911646586346,0.19284294234592445,0.1938061938061938,1509,0.0009974392465272874,2025-08-19T21:30:40.907641
5,FedAvg,Theft,0.20715036803364878,0.1286740692357936,0.1587429492344883,1531,-0.01007299449353044,2025-08-19T21:30:40.907641
6,FedAvg,Normal,0.2093645484949833,0.20154539600772697,0.20538057742782154,1553,-0.000232999595677158,2025-08-19T21:30:53.009806
6,FedAvg,DDoS,0.1906934306569343,0.2914923291492329,0.23055708769994485,1434,0.004450518768453426,2025-08-19T21:30:53.009806
6,FedAvg,DoS,0.1873156342182891,0.17243720298710116,0.17956875220926122,1473,-0.003626840077240151,2025-08-19T21:30:53.009806
6,FedAvg,Reconnaissance,0.19520103761348898,0.19946984758117958,0.197312356604392,1509,0.003506162798198209,2025-08-19T21:30:53.009806
6,FedAvg,Theft,0.20327868852459016,0.12148922273024167,0.15208503679476695,1531,-0.0066579124397213585,2025-08-19T21:30:53.009806
7,FedAvg,Normal,0.21101871101871103,0.1951923076923077,0.2027972027972028,1040,-0.0025833746306187233,2025-08-19T21:31:07.074990
7,FedAvg,DDoS,0.1973284760170006,0.33539731682146545,0.24847094801223238,969,0.017913860312287533,2025-08-19T21:31:07.074990
7,FedAvg,DoS,0.18838862559241706,0.16358024691358025,0.1751101321585903,972,-0.004458620050670908,2025-08-19T21:31:07.074990
7,FedAvg,Reconnaissance,0.19182083739045763,0.19779116465863453,0.19476025704399405,996,-0.0025520995603979524,2025-08-19T21:31:07.074990
7,FedAvg,Theft,0.2153846153846154,0.10948191593352884,0.14517174335709657,1023,-0.006913293437670387,2025-08-19T21:31:07.074990
8,FedAvg,Normal,0.1997907949790795,0.18597857838364168,0.19263741805345436,1027,-0.010159784743748457,2025-08-19T21:31:25.375220
8,FedAvg,DDoS,0.17659425367904696,0.261139896373057,0.21070234113712374,965,-0.037768606875108635,2025-08-19T21:31:25.375220
8,FedAvg,DoS,0.18985976267529667,0.18219461697722567,0.18594823032223987,966,0.010838098163649557,2025-08-19T21:31:25.375220
8,FedAvg,Reconnaissance,0.20309653916211293,0.21608527131782945,0.20938967136150233,1032,0.014629414317508277,2025-08-19T21:31:25.375220
